content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,app_name,compound,sentiment,rating_category
"hello instagram team my original reels are repeatedly being flagged as duplicate content even after multiple reviews confirmed that they are original and restored. please manually review this issue and fix the repeated incorrect flags, as they are affecting my account and content reach. username __jungkookiee06",2,0,446.0.0.49.77,2026-09-10 08:59:08,446.0.0.49.77,Instagram,0.8126,Positive,Low
good,4,0,445.0.0.45.83,2026-09-10 08:58:42,445.0.0.45.83,Instagram,0.4404,Positive,High
good,4,0,445.0.0.45.83,2026-09-10 08:58:27,445.0.0.45.83,Instagram,0.4404,Positive,High
nice this app so beautiful ❤️😍,5,0,445.0.0.45.83,2026-09-10 08:58:21,445.0.0.45.83,Instagram,0.8955,Positive,High
👍,5,0,444.0.0.46.85,2026-09-10 08:58:06,444.0.0.46.85,Instagram,0.0,Neutral,High
"instagram is a great platform for discovering new ideas, trends, and interesting content. the app offers a smooth experience and makes it easy to connect with people and follow things that match my interests.",5,0,445.0.0.45.83,2026-09-10 08:58:02,445.0.0.45.83,Instagram,0.8934,Positive,High
"instagram ni makin lama makin teruk, content pun nk kena tunggu load...",3,0,446.0.0.49.77,2026-09-10 08:57:47,446.0.0.49.77,Instagram,0.0,Neutral,Medium
very good,5,0,446.0.0.49.77,2026-09-10 08:57:45,446.0.0.49.77,Instagram,0.4927,Positive,High
heart touching àpp ❤️❤️,5,0,445.0.0.45.83,2026-09-10 08:57:26,445.0.0.45.83,Instagram,0.6369,Positive,High
good,5,0,440.1.0.46.86,2026-09-10 08:57:22,440.1.0.46.86,Instagram,0.4404,Positive,High
good,5,0,,2026-09-10 08:57:12,,Instagram,0.4404,Positive,High
instagram is the useless app in the playstore,1,0,446.0.0.49.77,2026-09-10 08:56:32,446.0.0.49.77,Instagram,-0.4215,Negative,Low
excellent,5,1,446.0.0.49.77,2026-09-10 08:55:41,446.0.0.49.77,Instagram,0.5719,Positive,High
the best app fast and responsive,5,1,446.0.0.49.77,2026-09-10 08:54:30,446.0.0.49.77,Instagram,0.7717,Positive,High
instagram per followers nahin badh rahe hain,5,0,445.0.0.45.83,2026-09-10 08:54:11,445.0.0.45.83,Instagram,0.0,Neutral,High
you block me,1,0,443.0.0.48.82,2026-09-10 08:54:08,443.0.0.48.82,Instagram,-0.4404,Negative,Low
excellent 👌👌👌👌,5,0,446.0.0.49.77,2026-09-10 08:53:41,446.0.0.49.77,Instagram,0.9803,Positive,High
instagramq,5,0,,2026-09-10 08:53:08,,Instagram,0.0,Neutral,High
nich aap,5,0,,2026-09-10 08:53:07,,Instagram,0.0,Neutral,High
🩷🩷🩷,5,0,,2026-09-10 08:53:00,,Instagram,0.0,Neutral,High
❤️❤️❤️❤️,5,0,445.0.0.45.83,2026-09-10 08:52:22,445.0.0.45.83,Instagram,0.0,Neutral,High
"dear instagram! if a post's song isn't available in my country, then what the hell is it doing in my feed?!",4,0,444.0.0.46.85,2026-09-10 08:51:25,444.0.0.46.85,Instagram,-0.555,Negative,High
good,4,0,,2026-09-10 08:51:13,,Instagram,0.4404,Positive,High
ok,5,0,445.0.0.45.83,2026-09-10 08:51:09,445.0.0.45.83,Instagram,0.296,Positive,High
osm,5,0,445.0.0.45.83,2026-09-10 08:50:54,445.0.0.45.83,Instagram,0.0,Neutral,High
जझसब बवधगद हह्दझड़ हबजग्स ष्गब्वह्दझड़ हबजब्बक्स हवझक्स खःसंजद ण्डवदखड्डाब डगबड़ डब्बा ंद ह्ड़न्दब धड़ जद दजदब जषद जद जड़ hd jsvdvd hd जड़ब hhzbbz बजजब हसव डबव्जब्द हड़जब्बड़ दंब्दकब दब्ज नहदझड़ झड़ज्ज बदभद जूस jhduhd ह्ड़ज्जढेड्जधद्धज्दड्जब्धड्जद्द जड़भक्सःड्जसजद बसवज़जज़ग्स हह,5,0,444.0.0.46.85,2026-09-10 08:50:49,444.0.0.46.85,Instagram,0.0,Neutral,High
real vivesw,5,0,278.0.0.22.117,2026-09-10 08:50:36,278.0.0.22.117,Instagram,0.0,Neutral,High
nice app,5,0,445.0.0.45.83,2026-09-10 08:50:17,445.0.0.45.83,Instagram,0.4215,Positive,High
𝒆𝒙𝒆𝒍𝒆𝒏𝒕 𝒎𝒚 𝒆𝒏𝒔𝒕𝒂𝒈𝒓𝒂𝒎,5,0,445.0.0.45.83,2026-09-10 08:50:16,445.0.0.45.83,Instagram,0.0,Neutral,High
reach nahi aa rha meri video per 😠.. kya system hack kiye ho pata nhi,1,0,445.0.0.45.83,2026-09-10 08:48:33,445.0.0.45.83,Instagram,-0.4939,Negative,Low
good for business,5,0,446.0.0.49.77,2026-09-10 08:48:02,446.0.0.49.77,Instagram,0.4404,Positive,High
excellent,4,0,445.0.0.45.83,2026-09-10 08:47:47,445.0.0.45.83,Instagram,0.5719,Positive,High
happy with instagram ☺️,5,0,444.0.0.46.85,2026-09-10 08:46:52,444.0.0.46.85,Instagram,0.7717,Positive,High
not very good only time consuming aap 😕😞😞😐😞😐😕😞,1,0,446.0.0.49.77,2026-09-10 08:46:40,446.0.0.49.77,Instagram,-0.956,Negative,Low
amazing 😍,5,0,446.0.0.49.77,2026-09-10 08:46:24,446.0.0.49.77,Instagram,0.7783,Positive,High
this is amazing app,5,0,442.0.0.46.79,2026-09-10 08:46:07,442.0.0.46.79,Instagram,0.5859,Positive,High
bahut acha hai,5,0,445.0.0.45.83,2026-09-10 08:45:55,445.0.0.45.83,Instagram,0.0,Neutral,High
stop making your buttons so small,1,0,446.0.0.49.77,2026-09-10 08:45:46,446.0.0.49.77,Instagram,-0.296,Negative,Low
nic app,5,0,445.0.0.45.83,2026-09-10 08:44:56,445.0.0.45.83,Instagram,0.0,Neutral,High
i love it,5,0,445.0.0.45.83,2026-09-10 08:44:54,445.0.0.45.83,Instagram,0.6369,Positive,High
best,5,0,,2026-09-10 08:43:06,,Instagram,0.6369,Positive,High
my favourite ❤️❤️,5,0,445.0.0.45.83,2026-09-10 08:42:45,445.0.0.45.83,Instagram,0.0,Neutral,High
nice,5,0,,2026-09-10 08:42:45,,Instagram,0.4215,Positive,High
"it was a good app until meta ai came in and messed up everything. these bunch of robots just come and suspend your accounts. please remove these evil bots and have humans to work instead. if i would give 0 star to ts but had to give 1 star for giving this review. ai is so messed up, suspending accounts for no reason. i don't hate the app, i hate the useless robots suspending the account. mark, please fix these robots and bring my account back to me. its been like 2-3 months.",1,0,,2026-09-10 08:42:29,,Instagram,-0.7075,Negative,Low
so much video please virals,5,0,,2026-09-10 08:42:06,,Instagram,0.3744,Positive,High
best learn and skill app,5,0,445.0.0.45.83,2026-09-10 08:41:56,445.0.0.45.83,Instagram,0.6369,Positive,High
suledd,5,0,446.0.0.49.77,2026-09-10 08:41:37,446.0.0.49.77,Instagram,0.0,Neutral,High
good,5,0,446.0.0.49.77,2026-09-10 08:41:30,446.0.0.49.77,Instagram,0.4404,Positive,High
absolute trash why are you people suspending accounts for nothing i made an account and it lasted for only 1 day even though i haven't stolen any video or something this app is trash,1,0,,2026-09-10 08:41:07,,Instagram,0.3875,Positive,Low
hello instagram team,1,0,,2026-09-10 08:40:13,,Instagram,0.0,Neutral,Low
"instagram is great for discovering creative content and keeping up with people i’m interested in, and also to find inspiration for work since im in marketing. i especially like how easy it is to browse reels, stories, photos, and different pages all in one place. the overall experience feels smooth and entertaining.",5,0,446.0.0.49.77,2026-09-10 08:39:53,446.0.0.49.77,Instagram,0.9681,Positive,High
jamshed.,5,0,,2026-09-10 08:39:29,,Instagram,0.0,Neutral,High
love this,5,0,,2026-09-10 08:39:04,,Instagram,0.6369,Positive,High
very nice app i like it,5,0,438.0.0.28.88,2026-09-10 08:38:08,438.0.0.28.88,Instagram,0.6801,Positive,High
this app is good in working criteria area,5,0,,2026-09-10 08:38:02,,Instagram,0.4404,Positive,High
save recipe,5,0,438.0.0.28.88,2026-09-10 08:37:56,438.0.0.28.88,Instagram,0.4939,Positive,High
good,5,0,444.0.0.46.85,2026-09-10 08:37:56,444.0.0.46.85,Instagram,0.4404,Positive,High
i love ❤❤❤❤❤❤❤❤❤ this aaaaappppp,5,0,,2026-09-10 08:37:43,,Instagram,0.9928,Positive,High
love it,4,0,446.0.0.49.77,2026-09-10 08:37:23,446.0.0.49.77,Instagram,0.6369,Positive,High
very good app,5,0,446.0.0.49.77,2026-09-10 08:37:22,446.0.0.49.77,Instagram,0.4927,Positive,High
priti,2,0,278.0.0.22.117,2026-09-10 08:37:14,278.0.0.22.117,Instagram,0.0,Neutral,Low
mast,5,0,446.0.0.49.77,2026-09-10 08:36:55,446.0.0.49.77,Instagram,0.0,Neutral,High
skriyaul,5,0,,2026-09-10 08:36:54,,Instagram,0.0,Neutral,High
very nice,5,1,446.0.0.49.77,2026-09-10 08:36:26,446.0.0.49.77,Instagram,0.4754,Positive,High
it is a boring app,4,0,,2026-09-10 08:36:16,,Instagram,-0.3182,Negative,High
nat varkig,5,0,,2026-09-10 08:36:02,,Instagram,0.0,Neutral,High
i like it,5,0,,2026-09-10 08:35:01,,Instagram,0.3612,Positive,High
very good,5,0,,2026-09-10 08:35:00,,Instagram,0.4927,Positive,High
it is the worst app now it's suspend issue is everywhere i made new id it suspend the id before i using it so why you are suspending the id that i have not used and i'm not wrong with any rules and instructions.... i mail them but not a single response from there team if you can solve it then solve !,1,0,,2026-09-10 08:34:49,,Instagram,0.1578,Positive,Low
this app is very best app for me,5,0,,2026-09-10 08:34:27,,Instagram,0.6697,Positive,High
❤️❤️❤️❤️❤️❤️❤️,5,0,431.1.0.49.82,2026-09-10 08:33:31,431.1.0.49.82,Instagram,0.0,Neutral,High
i have been experiencing major technical issuesss,3,0,,2026-09-10 08:31:55,,Instagram,0.0,Neutral,Medium
nice,5,0,,2026-09-10 08:30:55,,Instagram,0.4215,Positive,High
i love this app 💝🔥,5,0,,2026-09-10 08:30:46,,Instagram,0.7906,Positive,High
my favourite app,5,0,446.0.0.49.77,2026-09-10 08:30:33,446.0.0.49.77,Instagram,0.0,Neutral,High
buenss,5,0,,2026-09-10 08:30:33,,Instagram,0.0,Neutral,High
good,5,0,446.0.0.49.77,2026-09-10 08:30:25,446.0.0.49.77,Instagram,0.4404,Positive,High
🦁😘,5,0,445.0.0.45.83,2026-09-10 08:30:16,445.0.0.45.83,Instagram,0.4215,Positive,High
app star,5,0,,2026-09-10 08:30:10,,Instagram,0.0,Neutral,High
veri nice,5,0,,2026-09-10 08:28:25,,Instagram,0.4215,Positive,High
nice,5,0,445.0.0.45.83,2026-09-10 08:28:04,445.0.0.45.83,Instagram,0.4215,Positive,High
this app literally insane☠️🤯,5,0,,2026-09-10 08:27:34,,Instagram,-0.4019,Negative,High
good,5,0,384.0.0.46.83,2026-09-10 08:26:50,384.0.0.46.83,Instagram,0.4404,Positive,High
good app👍🏻,5,0,,2026-09-10 08:26:42,,Instagram,0.4404,Positive,High
very useful one 👌,5,0,445.0.0.45.83,2026-09-10 08:25:40,445.0.0.45.83,Instagram,0.8621,Positive,High
very good,5,0,,2026-09-10 08:24:41,,Instagram,0.4927,Positive,High
goooood,5,0,445.0.0.45.83,2026-09-10 08:24:16,445.0.0.45.83,Instagram,0.0,Neutral,High
so good to use app makes me feel comfortable when i am tensed or not feeling good 😊,4,0,444.0.0.46.85,2026-09-10 08:23:55,444.0.0.46.85,Instagram,0.5002,Positive,High
very high level app,4,0,445.0.0.45.83,2026-09-10 08:23:00,445.0.0.45.83,Instagram,0.0,Neutral,High
good 👍,5,0,,2026-09-10 08:22:31,,Instagram,0.4404,Positive,High
no words this app,5,0,443.0.0.48.82,2026-09-10 08:19:57,443.0.0.48.82,Instagram,-0.296,Negative,High
p k boss,5,0,408.0.0.51.78,2026-09-10 08:19:08,408.0.0.51.78,Instagram,0.0,Neutral,High
price all. zamin. nasara wife,5,1,446.0.0.49.77,2026-09-10 08:18:35,446.0.0.49.77,Instagram,0.0,Neutral,High
if i can just rate this 0 i would literally do it. what's your problem meta? you keep suspending an account that doesn't even violated your terms and policies. this app sucks.,1,0,446.0.0.49.77,2026-09-10 08:17:56,446.0.0.49.77,Instagram,-0.3451,Negative,Low
best hai,4,0,,2026-09-10 08:17:53,,Instagram,0.6369,Positive,High
sarik,5,0,337.0.0.35.102,2026-09-10 08:16:55,337.0.0.35.102,Instagram,0.0,Neutral,High
nice,5,0,445.0.0.45.83,2026-09-10 08:15:39,445.0.0.45.83,Instagram,0.4215,Positive,High
সাদিয়া,5,0,,2026-09-10 08:15:24,,Instagram,0.0,Neutral,High
adnan siddiqui,1,0,444.0.0.46.85,2026-09-10 08:14:33,444.0.0.46.85,Instagram,0.0,Neutral,Low
👌,4,0,442.0.0.46.79,2026-09-10 08:14:10,442.0.0.46.79,Instagram,0.7297,Positive,High
distraction,1,0,445.0.0.45.83,2026-09-10 08:13:43,445.0.0.45.83,Instagram,-0.3818,Negative,Low
🤣🤣🤣🤣🤣,1,0,443.0.0.48.82,2026-09-10 08:13:02,443.0.0.48.82,Instagram,0.9432,Positive,Low
it's so good,5,0,446.0.0.49.77,2026-09-10 08:13:00,446.0.0.49.77,Instagram,0.4927,Positive,High
have been having issues with sending messages... can't send texts ..but picturess are going..,1,0,,2026-09-10 08:12:49,,Instagram,0.0,Neutral,Low
reels make to not option topic add,3,0,,2026-09-10 08:12:08,,Instagram,0.0,Neutral,Medium
"i should give zero star . terrible experience. constantly bombarded with irrelevant ads and annoying content, while the app crashes far too often. a complete waste of time. deleted it and will never reinstall.",1,0,445.0.0.45.83,2026-09-10 08:11:52,445.0.0.45.83,Instagram,-0.8225,Negative,Low
brilliant apk,1,0,174.0.0.31.132,2026-09-10 08:11:30,174.0.0.31.132,Instagram,0.5859,Positive,Low
good,5,0,442.0.0.46.79,2026-09-10 08:11:21,442.0.0.46.79,Instagram,0.4404,Positive,High
very good experience,5,1,446.0.0.49.77,2026-09-10 08:10:48,446.0.0.49.77,Instagram,0.4927,Positive,High
beautiful instagram,5,0,442.0.0.46.79,2026-09-10 08:10:05,442.0.0.46.79,Instagram,0.5994,Positive,High
sport me plz 🙏🥰,5,0,446.0.0.49.77,2026-09-10 08:09:30,446.0.0.49.77,Instagram,0.8225,Positive,High
great app😁🤘🏾,5,0,,2026-09-10 08:09:28,,Instagram,0.7964,Positive,High
❤️🏆👍🏻 meri reels and post viral nhi ho rahi please help me instagram 🤧🤌🏻,5,0,,2026-09-10 08:09:22,,Instagram,0.6124,Positive,High
it's fantastic and fun,5,0,,2026-09-10 08:08:29,,Instagram,0.7845,Positive,High
"app got hella bugs. and the app just becomes unusable (literally can't even open it, it just crashes) at random times.",1,0,379.0.0.30.80,2026-09-10 08:07:28,379.0.0.30.80,Instagram,0.0,Neutral,Low
hello instagram me after watching the video for my personal number send karna he,5,0,445.0.0.45.83,2026-09-10 08:06:57,445.0.0.45.83,Instagram,0.0772,Positive,High
devendar kumar 1234,5,0,445.0.0.45.83,2026-09-10 08:06:26,445.0.0.45.83,Instagram,0.0,Neutral,High
i love this app very much,5,0,444.0.0.46.85,2026-09-10 08:06:05,444.0.0.46.85,Instagram,0.6369,Positive,High
i love you,5,0,,2026-09-10 08:06:04,,Instagram,0.6369,Positive,High
very nice app,5,0,350.1.0.46.93,2026-09-10 08:06:03,350.1.0.46.93,Instagram,0.4754,Positive,High
my favorite app for reels,4,0,434.0.0.44.74,2026-09-10 08:06:00,434.0.0.44.74,Instagram,0.4588,Positive,High
"respect instagram team i want to inform you that as one of my story or reels violates instagram community guidelines and i received a content violation... i am unable to resolve it, by mistake it was happened please help me to resolve this and in future i will not post this type of contents..... my instagram i'd advith_roy..143.. 🧿🧿 plz help me.. 🙏🙏",4,0,446.0.0.49.77,2026-09-10 08:05:50,446.0.0.49.77,Instagram,0.7717,Positive,High
suddenly out of nowhere it forces me to add a new email address with no option other than to proceed! when i add a new address it keeps saying the code is wrong and goes blank! what kind of testing is done on this app. performance has degraded steadily over time. time to get off this,1,0,,2026-09-10 08:05:33,,Instagram,-0.8264,Negative,Low
meri instagram id-baar band ho rahi hai,5,1,446.0.0.49.77,2026-09-10 08:05:20,446.0.0.49.77,Instagram,0.0,Neutral,High
i love instagram but lately it has a tendency of loging me out of my account each time i have to log back into my account,3,0,439.0.0.37.89,2026-09-10 08:02:39,439.0.0.37.89,Instagram,0.3818,Positive,Medium
i love instagram family,5,0,,2026-09-10 08:01:49,,Instagram,0.6369,Positive,High
bahut achcha app hai,5,0,258.1.0.26.100,2026-09-10 08:01:47,258.1.0.26.100,Instagram,0.0,Neutral,High
my favourite app,5,0,,2026-09-10 08:01:31,,Instagram,0.0,Neutral,High
nice publicity,4,0,445.0.0.45.83,2026-09-10 08:01:26,445.0.0.45.83,Instagram,0.4215,Positive,High
"comments that turn into being personal against you are not stated as a problem you can report. also free speech is not removed when it's personal towards a user, hurt and offence is caused when this happens. instagram seem to be letting left wing remarks go ahead..even when those remarks are of a personal nature. i'm finally done with instagram. it's fake. now they ask my opinion as i want to leave, and yet they won't post it. my point exactly. one sided instagram. horrific.",1,1,446.0.0.49.77,2026-09-10 08:01:03,446.0.0.49.77,Instagram,-0.9081,Negative,Low
the strangers are usually friendly. i've been made a lot's of friends through this app.🌸❣️,5,0,446.0.0.49.77,2026-09-10 08:00:45,446.0.0.49.77,Instagram,0.8885,Positive,High
very good,5,0,443.0.0.48.82,2026-09-10 08:00:29,443.0.0.48.82,Instagram,0.4927,Positive,High
hlo sir mera id ban ho gaya h please open please mana koi galti v nhi kiya hu ___seraj_107 chek my id,3,0,,2026-09-10 08:00:18,,Instagram,0.0,Neutral,Medium
so fantastic,5,0,442.0.0.46.79,2026-09-10 07:59:47,442.0.0.46.79,Instagram,0.5984,Positive,High
kanhaiya lal bagariya,5,0,417.0.0.54.77,2026-09-10 07:58:49,417.0.0.54.77,Instagram,0.0,Neutral,High
good,3,0,445.0.0.45.83,2026-09-10 07:58:39,445.0.0.45.83,Instagram,0.4404,Positive,Medium
best aap,5,0,,2026-09-10 07:58:38,,Instagram,0.6369,Positive,High
creative 💤,5,1,446.0.0.49.77,2026-09-10 07:58:10,446.0.0.49.77,Instagram,0.1779,Positive,High
no mobile app,5,0,443.0.0.48.82,2026-09-10 07:57:45,443.0.0.48.82,Instagram,-0.296,Negative,High
"“dear instagram team, my account (@yo_ge_ge_00_00) has been deactivated. i believe this is a mistake as i have alw ays followed all community guidelines and terms of service. i request you to please review my account and reactivate it as soon as possible. thank you for your time and assistance.”",5,0,444.0.0.46.85,2026-09-10 07:57:40,444.0.0.46.85,Instagram,0.34,Positive,High
super experience ♥️,5,0,446.0.0.49.77,2026-09-10 07:57:30,446.0.0.49.77,Instagram,0.8442,Positive,High
good,5,0,446.0.0.49.77,2026-09-10 07:56:59,446.0.0.49.77,Instagram,0.4404,Positive,High
"i love how intuitive the interface is—scrolling through your feed, exploring reels, or catching up on stories feels seamless. the algorithm is smart too, often showing content that aligns with your interests. reels have added a fun, tiktok-style vibe to the app, while the explore page helps you discover new accounts and trends",5,27,445.0.0.45.83,2026-09-10 07:56:23,445.0.0.45.83,Instagram,0.93,Positive,High
samsung galaxy a07 5g,4,0,435.0.0.37.76,2026-09-10 07:55:59,435.0.0.37.76,Instagram,0.0,Neutral,High
amazing,5,0,313.0.0.26.328,2026-09-10 07:55:45,313.0.0.26.328,Instagram,0.5859,Positive,High
this app is perfect it made my family perfect,5,0,446.0.0.49.77,2026-09-10 07:55:39,446.0.0.49.77,Instagram,0.8126,Positive,High
sabse best,4,0,,2026-09-10 07:55:34,,Instagram,0.6369,Positive,High
vry 😎 cool,5,1,446.0.0.49.77,2026-09-10 07:55:19,446.0.0.49.77,Instagram,0.6486,Positive,High
